Tweet,Suicide
honestly i'm so tired of everything and myself can i just die already,1
i wanna fucking die im so tired of feeling pain constantly GOD i need to be left alone and cry and wallow in my misery until i feel better,1
i dont tell people how i feel because i am pretty sure nobody cares about me even writing this brings me anxiety because i know i have to interact with people i just wish i could cry myself to sleep and never wake up no one would every truly miss me,1
Bed time!,0
"If any of you are having a boring Easter, then send me a note on msn I love to chat with people. My msn is ninaalbertsen@gmail.com",0
hahaha how is everyone?,0
Just woke up ...Good morning everyonee!,0
i can t do this anymore i have no hope i m a senior in college and i just want to die i don t fit in and i feel like no one cares about me everyday i wake up and i try to tell myself that today is a new day but it doesn t work i hate everything about myself and i feel so alone i have no one i don t care how i look and i don t even want to get up in the mornings i just want to end it all end all the suffering and the pain i just want to feel nothing for my anxiety and depression to leave me alone i don t know where to turn but i just can t keep doing this anymore ,1
@gilloux I hope you're planning a kennel launch party,0
"@TylersDunflower,Trench,I'm not feeling happy",1
Living as a hardcore empath is so hard. I'm tired of being nice and putting emotional labor into those who are undeserving,1
please forgive me i tried to get help i dont know what else to say i am tired of being a burden on everyone else i am tired of everyone writing me off i cant help who i am and i have tried to get help i have a plan and in a few weeks i will no longer be a part of this world,1
i feel like my time is coming soon like i m running out of time i ve had enough and i m ready to call it quits i ve attempted before but this time i can t afford to fail i have many different pills and other ways i can end it i just need to figure out the best time when maybe tonight maybe tomorrow who knows,1
Had a nice lunch time for some work now.,0
"Hello, world!!! Tis my first tweet",0
@Pete_Brown That's In-and-Out,0
she want to kill him.,0
"Has anyone had an great success stories on Twitter? If so, I would love to hear your story. DM me",0
Is awesome i do believe you're all jealous. But i sorta dont wanna go to dancing tonight. Someone else drive me?,0
@sixers got the best team in the east. @warriors vs @sixers in the chip.,0
is watching some of his old stuff on Youtube... ahhh the memories,0
"I know I canât get all the things i want in life, but when does it get to feel like at least fixing my mouth to sayâ¦ https://t.co/teGorYjZWQ",1
"@slydevil damn right!, kinda hate myself for not having the system to lay it on... being poor sucks",1
in curand voi fi pe .ro thx to blogway si CNSC,0
When I was in middle school I wanted to be emo don't judge,1
happy birthday!,0
@khalidh nothing before BlogWorld Expo on the schedule at this stage - have netbook will travel tho',0
thanks #Aylesbury #Audi for very quick service in fitting shiny new number plates,0
i feel like no one cares i just want to die maybe then i d feel less lonely,1
@TinaCook Morning Tina - the fact is we'll do something with it. Wouldn't it be great if it was something BIG?,0
@mikeyway Liking it,0
Tired of living this life,1
She want to be a doctor,0
"Good morning, @mirandaanzures .... Only about eight hours until Noodles.... The only positive thing I can think of right now",0
It's going to be a beautiful day--I am going to have a new granddaughter!,0
you guys are mean I would never wake up my friends,1
"Mesh mohm, i just wanted you to know that youâre the softest person came to my miserable life â Oh this is sweet",1
DISAPPEARING WHEN YOU WAKE UP BUT THERES NOTHING TO BE AFRAID OF EVEN WHEN THE NIGHT CHANGES IT WILL NEVER CHANGE ME AND YOU,1
"@vespertitties,,god kill me literally just. fuckin hang me stab me burn me alive",1
@tommcfly hot chocolate xx,0
@aprilmcvey whyy dont you update somemore mom! HAVE A BLESSED DAY!,0
cheated on my gf drunk and now i wanna kill myself didnt know what i was doing was shitfaced drunk an d now i am all alone with no gf and my friends hate me for cheating i dont want to feel pain anymore ,1
"Having someone want your love, your passion, your heart and your soul... To return it all in kind measure... This is the greatest gift of all.",0
RT @BreakfastNews: âRegional Australia would be Siberia without the ABCâ,0
Who the fuck looses their damn keys? I hate myself ð¤¦ð¼ââï¸,1
i wanna die pls i'm tired of everything,1
@DonalMacIntyre ello you were fab on DOI im going to the tour tmwr cant wait!! xxx,0
@DanceMassTV Thanks! It's just what I think.,0
i want to be a engineer.,0
"I want to be out in the sun, walking down a beach, with Joey",0
i sexually harassed my crush i feel like there is no place for me in the world for a long time now about half a year i have been touching my crush who is not interested in me without consent i work alongside him and we are both part of a very tight group of friends so he has to see me every day and every single time i try to touch him stare at him and sometimes even take pictures of him only recently i have realized the implications of what i have done and that i am hurting him i feel like i betrayed him and myself for doing something that is completely against all my values i want to change and i know i can but i amafraid i will lose the will to live if i cant get myself to stop touching him ,1
Havenât watched WWE since Extreme Rules. I will now begin last nightâs Monday Night Raw. This is my suicide note.,1
@wookim and the consensus was... ?,0
@xdcd What are you saying about yourself,0
RT @voidpaola: LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKâ¦,1
RT @jmattjmattjmatt: When youâre trying to go out for pre-game and you hear... âAy come take this pic with your family!!!â Oh well... happyâ¦,0
He doesn't want to give up but he's afraid to even touch the equipment much less pack it up.,0
@elleeseymour I didn't realise you were trustee. There are loads of you aren't there? Find RASE structure quite confusing!,0
@Mennard have fun! bet you unearth all sorts of goodies!!,0
"RT @tomorrowithryu: And I hate the fact if it's true Dojae will do surgery, Dojae has to endure the pain alone :'( without Segye ð­ð­ð­ð­ altouâ¦",1
Chillin,0
Good morning.,0
Beans on toast with Simona. Can it get any better ?,0
@fisbeed get back to work,0
"@sanguivori,kaycee!!â¡ glenn!!â¡,i dont want to be here anymore i wish i was dead",1
"I fell in love with her courage, her sincerity, and her flaming self respect. I love her and it is the beginning of everything.",0
RT @damnitdolann: I fucking hate my whole family all they do is making me feel fat and I'm so done with feeling bad about my body and constâ¦,1
"@healthwarrior A watched pot never boiled, mate - distraction is the name of the game",0
@Raawry Lol good id we should all dress up as twitt bird and listen to twit podcast all night! @apattys thanks,0
@shruticute Hmmm... my mom... well... thanni thelichu vettutaanga...,0
poor @littlebrownpen ! Fortunately you have a good sense of humor,0
@nellclothing @TdMPhotography Crikey! Check out the Manfrotto worshipers!,0
about to open birthday presents,0
I have amazing people in my life that encourage nothing except the positive. Thank you Lord for blessing me.,0
I hate myself,1
@SLDalby Why YES xx,0
@DmitriCain Ok thanks! I am not getting off Twitter just yet.,0
Home sweet home shower time,0
@Cathay_Pacific just wanted to say a big thank you for being such a great airline. As a travel writer things like this mean A LOT!,0
"@suziam what 'bout something a bit more Lo-Fi.. Dictation (failing that, one of those projected keyboards)",0
Hi what the fuck have I been doing with my life lately?,1
"ok, everyone who's racing this weekend, dm me with a picture of your car &amp; the make and model. i'll put it all up on my blog",0
@baikini I don't want them using my phone.,0
"Can't wait until the new Star Trek movie comes out, looks good",0
I want you to sense my magic without touch.,0
when that muffin guy said âplease somebody kill meâ I felt that shit,1
"@laurene planning to do that, too. while in transit anyway",0
The Orange TV #iPhone app is really disappointing. Low quality video streams and obviously nothing interesting on the TV,0
RT @camerondallas: if i donât love anything i canât get hurt,0
@WAHMBizbuilder absolutely! Are you due in Melb any time soon?,0
@declanshalvey yea you're right it's shite,0
"trying to find something formal to wear in a casual closet, jeans and popculture shirt will do good enough.",0
@Sam_Johnson I'm with ya there,0
@beijingboyce &quot;ice&quot; Why?,0
I don't want you to start feeling neglected.,0
@pinkfrangipani it's take me to the river from sydenee,0
@idazz Even I can't run that far! Yet!,0
It's one of the perks of working for the NYSE Ger!,0
going back to straighten my hair download some nds roms first though,0
Fake news just went ballistic. Get ready.                                 You thought fake news was bad? Deep fakesâ¦ https://t.co/LnXcyfRktk,1
"@HZilionis The thing to remember is, obsessing sucks up energy you could put into that new story! I say kick worry to the curb.",0
"@slxmdunk,United Kingdom,@Pamaj what hapens if i dont want to be here anymore?",1
Damn I fucken hate shopping bc then I feel sooooo broke. Like I canât even enjoy myself anymore,1
i am great and wonderful i am worth it except not enough to be anyones first choice everyone tells me how wonderful i am but not enough to be loved like i love others i put aside everything for people but i am too crazy to hold a job too nothing to be really loved i am not entitled and i dont even have the right to die on my own terms and i am an asshole for being angry about it for being upset that i am there when other people treat me like shit and cant be bothered wheni amhurt,1
@misspolyamory maybe more hugs is what i need,0
"@Wiggly I do I thank them for example when their code doesn't have many bugs, or when they make it easy for me to automate.",0
and that's why we are in the classrooms working with them. Right?,0
Like all I want to do is shove a knife into my fucking stomach I hate myself so god damn much,1
@MiaMiaDC - Good morning!,0
"@Sannymoorby,,Is it horrible of me that i want to commit #suicide, that i dont want to be here anymore",1
@AuntieCelene I think I'm going to try making those newspaper thingies this year. Got a lot of herbs to grow!,0
Is on the train more shopping Yay,0
Gooooooood morning!,0
overwhelmed and enjoy it,0
@helloitsliam todd loves steps,0
Chillin with Lucy...beautiful day today,0
@maufeitioblog obviously,0
i wanna go to sleep forever and never wake up im so tired,1
@danielhilton I know that's real. My bf fell asleep &amp; I'm editing video... XO,0
can't find any nice words for a .tel domain http://wortsuchen.de/ends-with-by-length/tel/ haha,0
"@emwinward I hate myself, and my damn autocorrect ð",1
is off to Dundrum with Martin,0
just got out of the shower. nothing says 'wake up' like body lotion in your hair,0
@samotage what was channel and time of prog politicians with no formal training bathe in SIMPLEXITY a la CNUTROY!!!!,0
"is reading through some interesting articles on our own Extranet, surprisingly good stuff",0
@suitelifeofkell and then i stole that shirt. and sold it on ebay,0
@MissxMarisa Oh sounds like a top movie Really? I don't know who that is but they should hah.,0
Morninggggg how am i just up now when my alarm went off two hours a go...,0
@Schofe You too,0
watching Arthur cos I'm way cool,0
"@juliankimmings My commiserations, is it as bad as I had heard it is?",0
Somebody just please kill me before my life gets any more stupid?,1
"@jaredleto hey ho, jared! I'm vegan too...hope you're all right",0
Eating kebab in the sun. Sounds like a bad song title. Ha! That one too,0
Thanks @unltdworld and @danlehner for the Enternships.com plugs,0
"IVE LOST A LOT OF INTEREST IN NASCAR AND DONT THINK I WILL TWEET FROM HERE MUCH ANYMORE. IF YOU STILL WANT TO BE FRIENDS OR SOMETHING, YOU CAN FOLLOW MY LESS POPULAR TWITTER PAGE: @gutcheez. WE CAN BE FRIENDS THERE.",1
@zergmoney tweet dreams,0
Playing the clarinet makes me happy,0
Found st thomas'and waiting,0
RT @MileyCyrus: Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE madeâ¦,0
busy day...update tonight,0
Michael Jackson is a sad existance of a man.. I've already met Alanis so Prince is my last hope.. Keep The Faith..,0
@Starrybluesky Hello back at ya and Thank you!,0
"@JulieJoyce Sounds pretty fine to me and very pleased to hear that creepy is your cup of tea, too!",0
@xsophiejane malese answered my question on twitter! check it outt on malese her twitter it's about youu !,0
Wheat Thins and Diet Dr. Pepper = breakfast of champions...or people who wake-up late and grab the first thing they can find...,0
She was tired.,0
RT @ShorouqAD: Choose a job you Love and you will never have to work a day in your life. Happy future our amazing students,0
@brendonuriesays @trohman hope you guys have a safe flight,0
I think Iâm going to redecorate my living room but Iâm tired of moving stuff around,1
@chinewinelover ?????,0
i have been reading about a group called dignitas in switzerland they provide assisted suicide via drugs that the member you have to become a member administers themselves anyone have any insight on americans travelling there for this purpose apparently they have helped many british and german citizens pass peacefully ,1
"@ohvember,Portland, OR,every kid has had a tantrum today i dont want to be here i dont want to hear anymore crying i just want to go home and pet my dog",1
@NPR These things are literally an everyday occurrence for my family ever since my parents came to this country. Itâ¦ https://t.co/TYCbrfobGC,1
Reminder: SR Release date set for Easter Sunday,0
RT @AmNotJake: I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just have this fucking tâ¦,1
work slave i really feel like my only purpose in life is to make a higher man money parents forcing me through college and i have too much on my plate i owe a lot of money i know this is the easy way out but i am really tired all of these issues are on top of dealing with tensions in america as well i want to rest,1
@vamp_queen of course!,0
@crystalweb and @sallyormond (Briar Copywriting)- an awesome combination,0
arreeyy.. mad - o - wat..i'm wit u.. coz maine bhi.. intro hi start kiya,0
phillies game with becca tonight,0
@rq_woodward Lol I love it!!!,0
RT @delaneykazee: iâm so tired of living in a country that has become about taking sides. bitch can we all just love and respect each otherâ¦,1
@Valvert : have a nice day to,0
"You take time to think about a date, but I want to take you out tomorrow to look at engagement rings.",0
is a bit happier. She found her Chanel sunglasses.,0
Adam Sandler before he became shit predicted my future mental state...,1
"I GOT MY BOX!!!!!!!!!!!!! i'll pick it up tomorrow, priscilla! @gilmoregirlc",0
"RT @Maddierawrk: My brother died from depression. He also frequently exercised, had supportive friends/family, was successful in school &amp; iâ¦",0
"RT @mkoirala: Just keep going forward, no matter what #Motivation #Success #Life",0
My life is way too good for me to feel so angry and miserable all the time,1
i don't wanna fucking be here anymore,1
Haircut! Feeling fresh and clean,0
Data.gov comes to life! (even in the form of a jpeg image - all great things start like that ) http://data.gov/,0
unfollow me now is all in gonna talk aboutfor therestof my miserable life https://t.co/ORVRYQQKby,1
"@nicolaisbombay i thought it meant you are my destiny too! cause of the song! hahaha, and yes, they're coming.",0
Tired of living with childish people,1
When my dog does end up passing on... my life will seriously be a tumbling downwards spiral....... thatâs my life. SHES my life.,1
just watched chris moyles quiz night from last night! alan carr is too funny! he's the best,0
@rustyrockets you are a big piece of the rainbow..shine big shine bright and I will see you out there Sparkle friends forever,0
@danielledeleasa have you had your hair cut? it looks really good,0
love the way skype fades music back in when a call ends... i'm so easily impressed,0
@nicharry Tell her Simon &quot;who used to be from Tuks FM&quot; says Hi,0
At least its not raining today,0
my morning started out so bad i just want to go home and sleep forever,1
Taking son to have his braces taken of Big day in teen age boy's life!,0
"@mattstevensloop thanks Matt, I'm glad you like it ... no algorithmic music gigs planned so far though",0
"so like if the man I end up spending the rest of my days with aint him, I feel like im going to hate my life.",1
i hate my parents so much i want to kill myself to spite them especially my dad i almost do not want to have children because i do not want my dad to become a grandfather just like how he didnt want me to have a girlfriend or friends growing up i dont think i would even goto his funeral if he died i hate you from the bottom of my heart you only had me in order to chain down my mom you hated and ignored yelled at me since i was a little boy and now i hate you forever this hatred is killing me ,1
"@rolyatoj just some teething problems, my new house &amp; I will be friends",0
"asahi, giant and scared: PLEASE donât eat my ass spirits",1
@WilliamSledd Love the videos William New to twitter x,0
"cool, I've got more followers! people are interested.....",0
Tired of merely existing. Want to get to living.,1
i wanna kill myself im so fucking done,1
@christinamendez: My list is short; so does that mean the my God is huge too? LoL,0
@Ryankingry You or the picture?! Cus damn both be looking so good! ðð¤©,1
"@Overspill Well, can you link me to it anyway???",0
if i tell a psychiatrist that i am suicidal will they immediately have me shipped away and handcuffed to a bed i always lie,1
Fucking hell - Prada saved the day!!!,0
Where are the easter eggs,0
RT @poemsandthongs: the kinda bad bitch that's ready to die anyday now,1
I am so sick and tired of being blamed for everything that I am actually waiting for the day I die.,1
@rowanberry ohhh sending loads of Positive vibes your way,0
@BoomBoxBindery All I have to say about studio setup is that I'd die without my flat files. Designed my whole studio around them.,0
@jordandossett tell me about it! we're going to try that PureSleep mouth piece on TV - will let you know if/how it works,0
"@tpgraham that's pretty cool, man. I'm not a fan, but lossless FTW! I'll check it out ...",0
Landed in Belfast. It's wee this wee that,0
"@GreigWells Haha, they are a flamin distraction",0
@toodamnninja uhuhhhh. word fail. it's 'shipwreck in the sand'. obviously too early,0
Plans have changed for the better... out for a MTB ride in the sunshine now,0
i want to fucking die,1
my uni is playing POTC outside and free hotX buns. i feel lovvvved,0
"@MmmBaileys Have a good day Jessie, and I'll tell you for why, it's your birthday!",0
@Vince_Craine Glad to see you've toned down your sell. Still like the software,0
"â¢and Iâm so sick of love songs, so tired of tears. Iâm so done with wishing, you were still here.",1
"@malhere hope u have a good ride if the weather is decent, if only the weather was like that where I live",0
"Second, some people will still want their food grown the old-fashioned way, just like how I buy heritage meats and heirloom seeds.",0
@effyobie STOP SPEAKING IN SUCH A SOPHISTICATED WAY PLEASE. it's hard for me to keep up!!,0
@suitelifeofkell haha me too! it reminds me and my daddy of the monkee's old show same here can't wait! lol. WHATTT?,0
i cant stop fucking upi amselfish gutless disrespectful spiteful rude self righteous arrogant ignorantim forgetful unfelpful self centeredim stupid clutzy lazy depressed constantly exhausted i havent filled out any of my college applications because i didnt even plan on living this long i just want to die so i can stop disgracing my family and inconveniencing my mom i kind of want to be a ballistician they look at bullets from dead bodies to see what gun it came out of but honestly i am more likely to be the subject of one and i dont have any friends in or out of school why am i like this,1
"Offense or Defense , passive or violent. I cut my wrist and my heartbeat is silent",1
DCU SU elections today,0
im so tired of living. whats the point of me living if i keep whining,1
i shouldnt want to kill myself i have so many advantages in life all of my immediate family is alive and still involved in my life i have several friends who i frequently talk to i make more than enough money to live on easily but every night i go home and drink hoping i will forget about how much i just want it all to end every single moment that i am sober i spend thinking that people might actually see me for who i really am a lazy waste of space who lucked into success and wheni amdrunk i worry that people will find out thati am trying to slowly kill myself with alcohol fuck i always thought if i could just be successful i would be happy well i am not,1
"@SpiritScribbler,,I dont think I want to be on Twitter anymore. I'm not adding to anyone's life here.",1
i am not sure if it s normal to consider suicide on a normal basis i m an engineer for a larger corporation and lately i ve been thinking what s the point at all ,1
me: i want to die and be dead,1
@XirthTv The girl I was fucking with the one that made me not kill myself a night I was just done is out of being institutionalized,1
i have to go now.... make up duty for tomorrow...... goodnight to all....,0
@Ingermaaike aww thank you,0
"@cmgangrel typical metro, can't even get that right.",0
is an awesome photographer,0
is excited for two more sleeps any she doesn't have to wear the stupid goggles to bed anymore.,0
I GET IT WOOOOOOOOOOOO,0
@Mwmyn I would say philosophical,0
"oh shit!! this could get out of hand and theres no dancing at my place!! no hoe down, no shindig! nada",0
@Boddingtons see ya Anastasia!! have a marvellous day,0
@beelarge I should have mine today then,0
@rosskie so far it has been all shopping more again today heehee what u up to?,0
@priyank_acharya @JPNadda World has got the right path celebrating D 'Matri pitri pujan diwas' started by #Bapuji.,0
"cya all later crew, i got a bit of work to do",0
@mileycyrus you're up early.... or out late haha,0
so i have been in a suicide rehab center for the last month i am just over life it is not sadness or depression i just give up it would just be easier to be dead ,1
"Congratulations, Jim! I'm a great editor, not a great media artist.",0
is now washed and dressed,0
What did you want me to say?,0
Leaving House now gonna switch to texts,0
yumm jeremy kyle and a bacon sandwich,0
I'm not really feeling the whole 'going to class and being productive' thing today....hooky?!,0
RT @revolwoc: @sh_tbritttsays *que screamo voice* SO CUT MY WRIST AND BLACK MY EYES,1
"RT @JeffFlake: Congratulations to @kyrstensinema on a race well run, and won. Itâs been a wonderful honor representing Arizona in the Senatâ¦",0
loves the weather and goes on a bike tour with her doggy now,0
goodnight i really want to fucking kill myself,1
FUCK YOU I FUCKING HATE YOU,1
muttering i wanna die to myself daily for a few months now i feel worthless shes my soulmate i cant live in this horrible world without her i am so lonely i wish i could just turn off the part of my brain that feels ,1
Do everything with a good heart and expect nothing in return and you will never be disappointed.,0
Make sure you email me to enter this month's giveaway - makeup from Pink Quartz Minerals!!,0
"anyway if you cant accept that ive MOVED ON FROM YOU SICKOS, go fuck yourself, ill just keep avoiding your sorry asses",1
"@richardsedley I'm absolutely interested! I'll shoot you my info in a DM, or of course feel free to share it in a reply and I'll retweet.",0
RT @Shen_the_Bird: doctor: i'm afraid he may never wake up from his coma,1
GOD! CAN U HERME IM TIRED PLEASE KILL ME I WANT DIE,1
I keep fucking up what matters the most to me and I fucking hate myself so god damn much for being like that,1
@chrisgarrett I'm up for it! can't wait to here more details,0
everything is okay but nothing feels okay i ve always been a bit unhappy as a kid too i think although i can t remember much of my childhood i dont want to kill myself but sometimes that thought just comes creeping and it scares me a little a few weeks ago a problem came up it was a financial problem quite fixable but i just couldn t handle it i tied myself a noose and everything i was gonna do it i was all alone in the house with my dog so there was really no one that would be able to stop me i didnt do anything but i felt like i could have done it completely on impulse over a fixable problem leaving behind everything i love and my hopeful future i feel it now too creeping up on me everything should be fine but i cant help the feeling that i should just do it like everything would be easier for everyone if they would just realize how little they need me ,1
@wimcoekaerts Shouldn't that be life in the 'car pool lane' my friend ?,0
me as a future therapist: damn :/ it be like that sometimes,1
@jodonahue Yes it is!,0
@dareanderae I love you ððð,0
@petemc My Mrs is always telling me off for this - sit and enjoy the moment instead of trying to take photos of it!!!,0
"Wait I take this back, I fucking hate living in Markham and I want to actually kill myself damn",1
@modejunkie awww sweetness! But he's still a cutie!,0
@mikeyway Cute,0
Life's so short man I couldnt stress enough how important it is for you to live your love with peace and good energy!,0
I like the sound of my new job title. Inventory manager.,0
RT @mercurymalek: i fucking BEG YOU just leave me here to die I DESERVE IT https://t.co/kFBttqboUe,1
RT @palestinianho: patient: i hate myself and i want to die,1
I think she was merely directing the comment at you because she thought you might want to know.,0
I do not want all this.,0
Sometimes youâll never know how bad you fucked up until one day you wake up with nothing,1
"@youractionlink,Utah,Want to take that perfect selfie? Hereâs what you should be looking for in your phone camera!",1
"I just want to remind yâall that without Iris, Barry Allen would be dead right now. But sheâs useless right?â¦ https://t.co/vloroTurEZ",1
"@RedMummy I feel better today, got some sleep and its not raining so can take the beasts out",0
@CITYPUBLICITY During revamp and shortly after. They're out of $ now &amp; in real trouble... but I'm going to be good &amp; not bag them publicy,0
i want to be a businessman.,0
Oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha XX,0
@callumfloyd Welcome to the jungle!,0
"@NFear,Chicago, IL,Life is hard. I never thought Iâd come onto social media to vent/talk about my feelings. But man my life sucks. I dont want attention but I know this tweet makes it look like I do. Iâm done streaming, YouTube, and just playing games all together. Just donât wanna be here anymore.",1
morning everyone.,0
"RT @hanniepower: Today, one year ago, I lost a neighbour, and friend, to #suicide. So here is a quote that got me through my worst times. Fâ¦",1
I just had to google &quot;How to insert MicroSD into Blackberry Bold&quot; Found it though!,0
"RT @darkles_sparkle: @GameOfThrones ""My name is Arya Stark. I want you to know that. The last thing youâre ever going to see is a Stark smiâ¦",1
"@marijamilovanov oh, hell yeah... but, that list should be made very passionately... oops, I ment patiently",0
@ImWendy lol - yeah they can be loud so depends where your dryer is but they do get rid of the static - very sneaky bout the dog lolx,0
somebody just fucking kill me please,1
@FuckenJew Too shy for that. Plus he already stole my brain in my sleep.,0
@mileycyrus yess I do ! and im in boston for a college fair and not school hahaa,0
@mikebairos we don't have tix just going to attend festivities,0
happy birthdaaaaayyy bebe @noveloraineee ðgodbless youuu,0
@darkmagique O Yes i aM For Sure! Am sooo happy that he checked it out AgaiN... What TiMe ?..Onish? Jaaaaaah ! Lolm !,0
I literally hate myself for reading this damn book,1
@intelligensia And a following four day week,0
"@sallyinnorfolk awww, you'll have to use Twitter for company",0
i just realized that in a month i can celebrate my birthday with watching the Wolverine movie then wwe Raw nice timing,0
"@laurenbullo_k,Manchester, England,RT @jaemverse: i just dont want to be here anymore",1
@thirdsectorlab Greetings.,0
f&amp;@k the weather!! I'm in Paris! Let's go have a beautiful day,0
RT @RICHSOLEEK: Iâm happy I ainât the same person I was last year.,0
almost broke down at class just because the most negative thoughts are kicking in and I'm mf tired of living hahahahahahahah,1
i keep repeating to myself kill yourself kill yourself do it already i am ready to listen to my inner thoughts i have attempted in the past but at the last moment either i live through it just in a hellblaze of pain becoming a even bigger failure or my body stops me my mind screams to do it but sometimes my body just stops me sometimes my body will give up on life and i ll lay there wanting to shed a tear yet i know no one will care so i lay quietly in the darkness for days on end i try to drown out the voices with all i have left music but recently i dont care to listen to all i have to do what has stuck with me for all my life i am ready to listen to the voices i m ready to listen to my inner shouts if only i had easier access to guns my life would be so much harder but i dont instead i have to go out in either a more painfull way i hope others continue to have the will to carry on but sadly i think i lost mine ,1
@paulhuse ouch,0
gonna go cut up some chickeeeen,0
"@Jane_rodriguezz,Cotulla, TX  //  Lacoste, TX,RT @jaemverse: i just dont want to be here anymore",1
JUST FUCKIN KILL ME,1
@Bhavika looks like u found all the beer,0
i just want to have a friend or a group of friends that dont leave me out,1
Good morning! The sun is shining and I am going to the beach with a few bff's. See later when I am all tan.,0
RT @palestinianho: patient: i hate myself and i want to die,1
But God does not only want us to be HAPPY; He wants us to be good.,0
"yo i seriously need to stop being so damn clingy to people,,like i'm so bloody annoying i hate myself",1
RT @juicymarilee: i am such a loving and caring person,0
@nomadicmatt i'd like to be linked on your site http://www.worldresolution.net/travel,0
"@nminers Wherever the day takes us! On route to Youlgreave at mo, sun is waking up!",0
my sleep was disturbed. i am looking to end a career today,0
"@joshuawhite well, you do spend enough time there that you may as well subsidize your habit.",0
Tired of living day by day like everythingâs alright,1
I just want to protect you...,0
We had a visit from our lovely zone head today .... nice,0
RT @HanaMichels: I just found a suicide note (I'm fine) I wrote in April. Seems like my dates were wrong! This year. NBC commentators keepâ¦,1
@MrsZee Go you,0
"Fast &amp; Furious: New Model, Original Parts a really good film",0
Ecstatic that Wal-Mart now carries Sambazon!!!,0
i was assigned to sit next to the most awesome student in my class (Y) hahaha,0
"RT @AUTHORSWEEK: Congratulations Seye @seyeoke for being the latest @Author of the Week @AUTHORSWEEK. Keep on creating, keep on writing andâ¦",0
#Success consists of going from failure to failure without loss of enthusiasm. Winston Churchill #quote #persistence,0
"@SuccessorLuke,,I donât wanna be here anymore. My parents pressure me too much about getting a job like I am soliciting and such and yet they complain. I dont feel comfortable living in my own house anymore. All I want is just leave here for good and go to another country",1
"@kingxhesh,,just fucking kill me already i dont want to be here anymore",1
"said he has a job but has time for this shit, cant wait to see him next time i go on a maccas run!",1
Thinking of a hamsty bank account. That's a good idea to save. (^.^),0
"@saulashby I really like the photo. Nice interview, too",0
i ll be dead just you wait and see my last words before my death for whoever is interestedi am sorry but youre better off without me youll learn to live without me it wont be difficult now i shall die ,1
But I know you want to hear about my examinations.,0
Got a &quot;thing&quot; for doctor chics.,0
"@caringcorbyn,im not okay lol ,i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally cant i want everything to be over. i cant breathe right because of how much im crying i cant do this anymore.",1
@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,1
@yahoops thanks David,0
he didn't want her to go out with other man,0
Cut my wrist and black my eeeeeyes,1
Happieee birthday to our anni #AarthiSivaKarthikeyan ðð,0
Hate the fact that Iâm damn near forced to figure everything out by myself but it must be done,1
"mmm OJ, scrambled eggs w/ cheese and toast GILMOREGIRLS TOO! ahhh. this day is amazing.. now if i could only get the dryer to work.",0
@gypsytrading,0
"@KellyNg With mainstream media's reporting &amp; the increasing occurrence of the fail whale, you know eventually your friends will catch on",0
MEGA MONSTER MUNCH,0
I can just imagine how much of that Howard would want to know.,0
God damn vending machines are so depressing -standing at them waiting for your sad little snack like some Pavlovian bitch! Happy Tuesday!,0
i don't want to be here anymore,1
"Noticed something interesting about this emoticon: vs D: Totally different emotions, only difference is the placement of the eyes...",0
May you live every day of your life: Jonathan Swift,0
RT @mpparimal: Remembering the legendary former #PresidentOfIndia Sh #APJAbdulKalam on his auspicious birthday,0
"i'm tired of everything, pls so i want to die.",1
"@hortovanyi The road's not the widest and smoothest, but there's some great clear views on the way up if you turn your head to the right",0
"Now scribes can't wear their shoes to any Press Conference, thanks to Jarnail Singh...",0
Watching This Morning and deciding what to do with myself today. Think I'll keep searching for that elusive job!,0
@Target I am loving you a.n.d line at the moment! And my bank balance is liking it too! Great style made affordable #style #shopping,0
@DonnieWahlberg Lucky for me I'm going to see that show in NY I hope that you will bring it to Europe too in the fall. I'll be there too,0
"im so tired today. i want to lay in a bed full of boys and just have hugs sounds so good, probably look even better.",0
"i have such a nasty habit of comparing myself to other girls, damn, i hate myself :-(",1
yea Iâm tired of living by myself ð­,1
schÃ¯Â¿Â½nes Marketingwort: Stimulus Package http://www.dkny.com/sweepstakes/sweepstakes.php,0
Tim Fischer was on to talk about his love for his family and hisâ¦,0
All I want rn is to get home and take a fucking shower and die,1
"@Kaschua no!, just didn't know if you thought putting stuff on your cat was phobe instead of phile. Glad kittys like the dome.",0
hello new follwers,0
"Oops again, its t w i t t e r....",0
"Man I want Sancho to succeed here so badly. He’s a superstar, just needs to believe it again",0
@Thehodge that is pretty awesome! it makes me want a smart car now! (and a cup of tea),0
"RT @TigrisSafaris: The Indian Roller, a bird considered auspicious in India. #IncredibleIndia #TigrisSafaris #photooftheday #wildlifephoto",0
YOU MAKE ME FUCKING CRY EVERY NIGHT AND YOU DONT EVEN KNOW IT,1
#cloudforce is the top trend. I am surprised. But I couldn't have loved it more!,0
